0.000000E+00 3.500000E-01 1.313409E+10
5.232675E+06 3.500000E-01 1.269404E+10
7.831226E+06 3.500000E-01 1.201158E+10
8.709800E+06 3.500000E-01 1.175980E+10
9.801652E+06 3.500000E-01 1.140775E+10
1.127563E+07 3.500000E-01 1.088679E+10
1.243359E+07 3.500000E-01 1.046165E+10
1.352188E+07 3.500000E-01 1.004616E+10
1.464717E+07 3.500000E-01 9.600636E+09
1.536357E+07 3.500000E-01 9.317513E+09
1.605834E+07 3.500000E-01 9.040657E+09
1.673438E+07 3.500000E-01 8.770008E+09
1.739420E+07 3.500000E-01 8.507462E+09
1.826150E+07 3.500000E-01 8.160185E+09
1.917853E+07 3.500000E-01 7.798301E+09
2.003567E+07 3.500000E-01 7.462769E+09
2.089094E+07 3.500000E-01 7.135099E+09
2.168861E+07 3.500000E-01 6.834394E+09
2.248867E+07 3.500000E-01 6.538829E+09
2.331434E+07 3.500000E-01 6.241658E+09
2.413946E+07 3.500000E-01 5.951138E+09
2.465174E+07 3.500000E-01 5.776968E+09
2.517592E+07 4.998000E-01 5.600154E+09
2.568966E+07 4.998000E-01 5.432503E+09
2.620441E+07 4.998000E-01 5.267445E+09
2.671698E+07 4.998000E-01 5.105050E+09
2.723169E+07 4.998000E-01 4.947662E+09
2.775056E+07 4.998000E-01 4.791814E+09
2.827140E+07 4.998000E-01 4.638740E+09
2.892364E+07 4.998000E-01 4.452460E+09
2.957627E+07 4.998000E-01 4.272676E+09
3.023467E+07 4.998000E-01 4.097321E+09
3.089908E+07 4.998000E-01 3.925545E+09
3.156767E+07 4.998000E-01 3.760105E+09
3.224295E+07 4.998000E-01 3.598322E+09
3.292400E+07 4.998000E-01 3.437162E+09
3.361326E+07 4.998000E-01 3.285489E+09
3.406370E+07 4.998000E-01 3.188600E+09
3.452218E+07 4.998000E-01 3.093143E+09
3.497924E+07 4.998000E-01 2.999162E+09
3.544038E+07 4.998000E-01 2.908707E+09
3.590540E+07 4.998000E-01 2.820330E+09
3.637531E+07 4.998000E-01 2.732751E+09
3.685016E+07 4.998000E-01 2.647281E+09
3.732937E+07 4.998000E-01 2.563303E+09
3.781181E+07 4.998000E-01 2.480847E+09
3.829910E+07 4.998000E-01 2.400490E+09
3.879244E+07 4.998000E-01 2.321133E+09
3.929187E+07 4.998000E-01 2.244399E+09
3.979379E+07 4.998000E-01 2.169202E+09
4.030203E+07 4.998000E-01 2.095077E+09
4.081714E+07 4.998000E-01 2.023485E+09
4.133894E+07 4.998000E-01 1.952540E+09
4.214971E+07 4.998000E-01 1.846716E+09
4.297238E+07 4.998000E-01 1.747028E+09
4.383634E+07 4.998000E-01 1.647024E+09
4.472068E+07 4.998000E-01 1.551672E+09
4.518180E+07 4.998000E-01 1.503142E+09
4.564906E+07 4.998000E-01 1.456130E+09
4.612252E+07 4.998000E-01 1.409938E+09
4.660242E+07 4.998000E-01 1.364583E+09
4.710034E+07 4.998000E-01 1.318864E+09
4.760569E+07 4.998000E-01 1.274383E+09
4.811862E+07 4.998000E-01 1.230269E+09
4.863950E+07 4.998000E-01 1.187682E+09
4.924963E+07 4.998000E-01 1.138151E+09
4.987635E+07 4.998000E-01 1.091692E+09
5.051072E+07 4.998000E-01 1.045924E+09
5.115801E+07 4.998000E-01 1.000461E+09
5.181869E+07 4.998000E-01 9.556525E+08
5.249363E+07 4.998000E-01 9.132717E+08
5.318350E+07 4.998000E-01 8.717662E+08
5.388886E+07 4.998000E-01 8.317638E+08
5.460814E+07 4.998000E-01 7.930490E+08
5.534411E+07 4.998000E-01 7.554400E+08
5.609797E+07 4.998000E-01 7.187866E+08
5.687026E+07 4.998000E-01 6.832820E+08
5.766032E+07 4.998000E-01 6.474407E+08
5.847233E+07 4.998000E-01 6.133382E+08
5.930721E+07 4.998000E-01 5.808982E+08
6.016401E+07 4.998000E-01 5.513152E+08
6.090814E+07 4.998000E-01 5.248075E+08
6.166876E+07 4.998000E-01 4.999194E+08
6.244630E+07 4.998000E-01 4.757732E+08
6.324176E+07 4.998000E-01 4.522723E+08
6.407143E+07 4.998000E-01 4.289434E+08
6.492452E+07 4.998000E-01 4.067242E+08
6.580190E+07 4.998000E-01 3.849462E+08
6.670534E+07 4.998000E-01 3.639150E+08
6.764757E+07 4.998000E-01 3.423734E+08
6.861970E+07 4.998000E-01 3.235192E+08
6.962125E+07 4.998000E-01 3.049299E+08
7.065660E+07 4.998000E-01 2.858249E+08
7.174056E+07 4.998000E-01 2.675470E+08
7.286713E+07 4.998000E-01 2.491151E+08
7.403847E+07 4.998000E-01 2.326484E+08
7.525519E+07 4.998000E-01 2.166207E+08
7.667871E+07 4.998000E-01 2.031421E+08
7.817123E+07 4.998000E-01 1.847992E+08
7.973477E+07 4.998000E-01 1.698244E+08
8.137313E+07 4.998000E-01 1.554533E+08
8.309138E+07 4.998000E-01 1.422001E+08
8.489454E+07 4.998000E-01 1.297179E+08
8.680876E+07 4.998000E-01 1.156378E+08
8.883427E+07 4.998000E-01 1.060230E+08
9.097890E+07 4.998000E-01 9.341143E+07
9.329283E+07 4.998000E-01 8.267991E+07
9.574916E+07 4.998000E-01 7.498942E+07
9.834197E+07 4.998000E-01 6.677286E+07
1.010306E+08 4.998000E-01 6.248849E+07
1.038330E+08 4.998000E-01 5.500472E+07
1.068316E+08 4.998000E-01 4.886524E+07
1.099970E+08 4.998000E-01 4.404534E+07
1.151579E+08 4.998000E-01 3.645860E+07
1.209327E+08 4.998000E-01 2.874750E+07
1.275104E+08 4.998000E-01 2.277194E+07
1.348434E+08 4.998000E-01 1.867239E+07
1.427765E+08 4.998000E-01 1.534264E+07
1.515024E+08 4.998000E-01 1.218148E+07
1.607246E+08 4.998000E-01 1.081683E+07
1.699922E+08 4.998000E-01 9.576350E+06
1.793434E+08 4.998000E-01 8.425584E+06
1.893648E+08 4.998000E-01 6.651200E+06
1.998998E+08 4.998000E-01 6.130558E+06
2.103818E+08 4.998000E-01 5.431253E+06
2.210269E+08 4.998000E-01 4.795126E+06
2.319888E+08 4.998000E-01 4.207266E+06
2.432946E+08 4.998000E-01 3.666908E+06
2.551357E+08 4.998000E-01 3.166650E+06
2.628997E+08 4.998000E-01 2.871442E+06
2.709674E+08 4.998000E-01 2.591791E+06
2.793866E+08 4.998000E-01 2.326484E+06
2.882163E+08 4.998000E-01 2.074914E+06
2.975490E+08 4.998000E-01 1.836538E+06
3.074703E+08 4.998000E-01 1.611016E+06
3.180976E+08 4.998000E-01 1.397977E+06
3.296506E+08 4.998000E-01 1.183042E+06
3.465622E+08 4.998000E-01 4.319167E+05
3.763764E+08 4.998000E-01 3.692326E+05
4.060636E+08 4.998000E-01 3.170297E+05
4.356766E+08 4.998000E-01 2.773320E+05
4.650541E+08 4.998000E-01 2.447372E+05
4.942720E+08 4.998000E-01 2.176707E+05
5.233593E+08 4.998000E-01 1.949396E+05
5.523237E+08 4.998000E-01 1.757114E+05
5.811100E+08 4.998000E-01 1.593309E+05
6.097743E+08 4.998000E-01 1.452446E+05
6.383257E+08 4.998000E-01 1.330454E+05
6.667462E+08 4.998000E-01 1.224334E+05
6.949848E+08 4.998000E-01 1.131358E+05
7.230793E+08 4.998000E-01 1.049784E+05
7.510327E+08 4.998000E-01 9.774623E+04
7.788529E+08 4.998000E-01 9.130614E+04
8.064528E+08 4.998000E-01 8.556576E+04
8.339100E+08 4.998000E-01 8.040814E+04
8.612106E+08 4.998000E-01 7.575303E+04
8.883650E+08 4.998000E-01 7.153194E+04
9.152914E+08 4.998000E-01 6.770177E+04
9.420823E+08 4.998000E-01 6.420961E+04
9.687253E+08 4.998000E-01 6.100986E+04
9.952226E+08 4.998000E-01 5.806307E+04
1.024258E+09 4.998000E-01 5.509345E+04
1.053257E+09 4.998000E-01 5.236004E+04
1.081998E+09 4.998000E-01 4.985400E+04
1.110576E+09 4.998000E-01 4.754447E+04
1.139675E+09 4.998000E-01 4.536282E+04
1.168619E+09 4.998000E-01 4.333113E+04
1.197399E+09 4.998000E-01 4.145720E+04
1.226028E+09 4.998000E-01 3.971001E+04
1.255186E+09 4.998000E-01 3.803645E+04
1.284204E+09 4.998000E-01 3.648379E+04
1.313072E+09 4.998000E-01 3.502676E+04
1.341804E+09 4.998000E-01 3.366666E+04
1.371097E+09 4.998000E-01 3.235192E+04
1.400245E+09 4.998000E-01 3.111716E+04
1.429275E+09 4.998000E-01 2.995712E+04
1.458175E+09 4.998000E-01 2.886689E+04
1.489261E+09 4.998000E-01 2.775876E+04
1.520212E+09 4.998000E-01 2.671161E+04
1.551022E+09 4.998000E-01 2.572764E+04
1.581709E+09 4.998000E-01 2.479134E+04
1.612361E+09 4.998000E-01 2.391112E+04
1.642916E+09 4.998000E-01 2.307810E+04
1.673194E+09 4.998000E-01 2.228948E+04
1.703385E+09 4.998000E-01 2.153773E+04
1.733541E+09 4.998000E-01 2.082572E+04
1.763597E+09 4.998000E-01 2.015116E+04
